Table,Column,Data Type,Is Nullable,Max Length
pessoa_telefone,ModifiedByUserId,uniqueidentifier,YES,
pessoa_telefone,CodigoPais,bigint,YES,
pessoa_telefone,DDD,bigint,YES,
pessoa_telefone,Numero,decimal,YES,
pessoa_telefone,Observacao,nvarchar,YES,255
pessoa_telefone,Ramal,decimal,YES,
pessoa_telefone,IsPrimary,bit,NO,
pessoa_telefone,TipoTelefone,int,YES,
pessoa_telefone,CreatedByUserId,uniqueidentifier,YES,
pessoa_telefone,DeletedByUserId,uniqueidentifier,YES,
pessoa_telefone,DeletedOn,datetime2,YES,
pessoa_telefone,RowVersion,timestamp,NO,
procurador,Id,uniqueidentifier,NO,
procurador,TipoCadastro,nvarchar,NO,-1
procurador,NomeCompleto_RazaoSocial,varchar,YES,100
procurador,Documento,varchar,YES,14
procurador,IsTransmissao_Ordens,bit,YES,
procurador,IsPEP,bit,YES,
procurador,Data_Validade,datetime2,YES,
procurador,InvestidorId,uniqueidentifier,NO,
procurador_endereco,Id,uniqueidentifier,NO,
procurador_endereco,ProcuradorId,uniqueidentifier,NO,
procurador_endereco,CEP,varchar,YES,8
procurador_endereco,Estado,varchar,YES,2
procurador_endereco,Cidade,varchar,YES,255
procurador_endereco,Pais,varchar,YES,45
procurador_endereco,Bairro,varchar,YES,255
procurador_endereco,Logradouro,varchar,YES,255
procurador_endereco,Numero,varchar,YES,15
procurador_endereco,Complemento,varchar,YES,200
procurador_endereco,Principal,bit,YES,
procurador_endereco,TipoEndereco,int,YES,
procurador_endereco,IsCEPValido,bit,YES,
report_entrepreneur,id,int,NO,
report_entrepreneur,file_name,nvarchar,NO,-1
report_entrepreneur,file,nvarchar,NO,-1
report_entrepreneur,created_at,datetime2,NO,
report_entrepreneur,campaign_id,int,NO,
sysdiagrams,name,nvarchar,NO,128
sysdiagrams,principal_id,int,NO,
sysdiagrams,diagram_id,int,NO,
sysdiagrams,version,int,YES,
sysdiagrams,definition,varbinary,YES,-1
usuario,Id,uniqueidentifier,NO,
usuario,Email,nvarchar,YES,300
usuario,AccountEnabled,bit,NO,
usuario,EmailConfirmed,bit,NO,
usuario,TermsOfServiceConsentDateTime,datetime2,YES,
usuario,LastSeenOnline,datetime2,YES,
usuario,PessoaId,uniqueidentifier,YES,
usuario,CreatedOn,datetime2,NO,
usuario,LastModifiedOn,datetime2,YES,
usuario,ModifiedByUserId,uniqueidentifier,YES,
usuario,NomeCompleto,nvarchar,YES,255
usuario,CreatedByUserId,uniqueidentifier,YES,
usuario,DeletedByUserId,uniqueidentifier,YES,
usuario,DeletedOn,datetime2,YES,
usuario,RowVersion,timestamp,NO,
usuario,Celular,nvarchar,YES,-1
usuario,CodigoPais,int,YES,
usuario,DDD,int,YES,
usuario_application,Id,uniqueidentifier,NO,
usuario_application,UserId,uniqueidentifier,NO,
usuario_application,ApplicationId,uniqueidentifier,NO,
usuario_application,TermsOfServiceConsentDateTime,datetime2,YES,
usuario_application,LastSeenOnline,datetime2,NO,
usuario_codigo,Id,uniqueidentifier,NO,
usuario_codigo,UsuarioId,uniqueidentifier,NO,
usuario_codigo,Codigo,nvarchar,NO,-1
usuario_codigo,ExpiresOn,datetime2,YES,
usuario_codigo,IsCancelled,bit,NO,
usuario_codigo,IsCompleted,bit,NO,
usuario_codigo,Result,nvarchar,YES,-1
usuario_codigo,CreatedOn,datetime2,NO,
usuario_codigo,Tipo,int,NO,
usuario_codigo,Valor,nvarchar,NO,255
usuario_codigo,VeiculoUtilizadoParaConfirmacao,int,YES,
usuario_identidade,Id,uniqueidentifier,NO,
usuario_identidade,UserId,uniqueidentifier,NO,
usuario_identidade,IssuerAssignedId,nvarchar,NO,100
usuario_identidade,Issuer,nvarchar,NO,512
usuario_identidade,SignInType,nvarchar,NO,450
usuario_identidade,CreatedOn,datetime2,NO,
usuario_identidade,LastModifiedOn,datetime2,YES,
usuario_identidade,ModifiedByUserId,uniqueidentifier,YES,
usuario_identidade,CreatedByUserId,uniqueidentifier,YES,
usuario_identidade,DeletedByUserId,uniqueidentifier,YES,
usuario_identidade,DeletedOn,datetime2,YES,
usuario_identidade,RowVersion,timestamp,NO,
usuario_permissao,Id,uniqueidentifier,NO,
usuario_permissao,UserId,uniqueidentifier,NO,
usuario_permissao,PermissionName,nvarchar,NO,100
usuario_permissao,Value,int,YES,
usuario_permissao,ObjectId,uniqueidentifier,YES,
usuario_permissao,EnterpriseId,uniqueidentifier,YES,
usuario_permissao,UsuarioId,uniqueidentifier,YES,
usuario_permissao,CreatedOn,datetime2,NO,
usuario_permissao,LastModifiedOn,datetime2,YES,
usuario_permissao,ModifiedByUserId,uniqueidentifier,YES,
usuario_permissao,CreatedByUserId,uniqueidentifier,YES,
usuario_permissao,DeletedByUserId,uniqueidentifier,YES,
usuario_permissao,DeletedOn,datetime2,YES,
usuario_permissao,RowVersion,timestamp,NO,
usuario_utm,Id,uniqueidentifier,NO,
usuario_utm,Source,nvarchar,YES,-1
usuario_utm,Medium,nvarchar,YES,-1
usuario_utm,Campaign,nvarchar,YES,-1
usuario_utm,Term,nvarchar,YES,-1
usuario_utm,Content,nvarchar,YES,-1
usuario_utm,CreatedByUserId,uniqueidentifier,YES,
usuario_utm,CreatedOn,datetime2,NO,
usuario_utm,DeletedByUserId,uniqueidentifier,YES,
usuario_utm,DeletedOn,datetime2,YES,
usuario_utm,LastModifiedOn,datetime2,YES,
usuario_utm,ModifiedByUserId,uniqueidentifier,YES,
usuario_utm,RowVersion,timestamp,NO,
